Date,Category,Amount,Description
2023-06-08,Shopping,5135.58,Shopping expense
2024-04-08,Subscriptions,6062.91,Subscriptions expense
2023-07-25,Education,4635.94,Education expense
2023-08-10,Transport,8295.65,Transport expense
2023-11-19,Education,8304.15,Education expense
2023-11-21,Groceries,7108.42,Groceries expense
2024-04-04,Transport,1098.74,Transport expense
2023-09-03,Travel,8396.6,Travel expense
2023-10-13,Healthcare,6726.58,Healthcare expense
2023-11-13,Healthcare,6985.39,Healthcare expense
2024-01-19,Rent,3661.68,Rent expense
2024-02-15,Subscriptions,8798.83,Subscriptions expense
2024-05-02,Rent,7267.45,Rent expense
2024-01-05,Dining,1170.28,Dining expense
2024-02-22,Transport,4107.39,Transport expense
2023-10-11,Shopping,8869.48,Shopping expense
2024-05-01,Shopping,519.61,Shopping expense
2023-07-09,Rent,9616.1,Rent expense
2023-09-30,Healthcare,6807.67,Healthcare expense
2023-11-14,Utilities,6332.19,Utilities expense
2023-06-03,Education,2742.06,Education expense
2024-04-08,Transport,2525.48,Transport expense
2023-12-27,Shopping,9423.48,Shopping expense
2023-07-25,Subscriptions,3017.81,Subscriptions expense
2023-06-17,Healthcare,7766.28,Healthcare expense
2023-12-25,Groceries,3961.56,Groceries expense
2023-08-30,Subscriptions,1435.58,Subscriptions expense
2023-06-30,Shopping,156.62,Shopping expense
2023-12-11,Subscriptions,5465.36,Subscriptions expense
2023-10-19,Transport,9759.0,Transport expense
2024-05-03,Groceries,3722.91,Groceries expense
2024-02-15,Utilities,3604.06,Utilities expense
2023-11-04,Miscellaneous,3473.71,Miscellaneous expense
2024-02-06,Subscriptions,5229.41,Subscriptions expense
2023-09-30,Subscriptions,4434.62,Subscriptions expense
2024-01-21,Education,8805.15,Education expense
2023-08-06,Shopping,5079.93,Shopping expense
2024-01-31,Travel,5102.19,Travel expense
2024-01-02,Entertainment,1426.8,Entertainment expense
2023-09-08,Healthcare,9828.26,Healthcare expense
2024-02-28,Miscellaneous,2537.23,Miscellaneous expense
2024-01-16,Rent,779.97,Rent expense
2023-11-25,Groceries,6648.31,Groceries expense
2023-11-18,Groceries,5973.9,Groceries expense
2023-10-02,Subscriptions,4180.7,Subscriptions expense
2023-09-02,Transport,4250.81,Transport expense
2023-06-02,Dining,7861.39,Dining expense
2023-11-07,Travel,1997.34,Travel expense
2024-02-28,Rent,8211.52,Rent expense
2023-08-02,Travel,6505.03,Travel expense
2023-10-09,Travel,4218.75,Travel expense
2024-01-04,Utilities,4607.38,Utilities expense
2023-07-19,Utilities,2603.64,Utilities expense
2023-08-09,Healthcare,7533.54,Healthcare expense
2024-01-03,Miscellaneous,5153.1,Miscellaneous expense
2024-04-11,Subscriptions,3242.5,Subscriptions expense
2024-05-18,Education,5980.7,Education expense
2024-03-04,Education,9957.56,Education expense
2023-06-13,Rent,4380.86,Rent expense
2024-01-11,Rent,9210.88,Rent expense
2023-10-11,Miscellaneous,3482.92,Miscellaneous expense
2024-05-14,Rent,594.59,Rent expense
2024-05-04,Utilities,2082.21,Utilities expense
2024-01-11,Healthcare,4216.02,Healthcare expense
2024-02-09,Transport,2235.37,Transport expense
2024-02-16,Subscriptions,52.26,Subscriptions expense
2024-05-13,Groceries,9154.27,Groceries expense
2024-02-27,Dining,8446.6,Dining expense
2024-03-08,Healthcare,7435.81,Healthcare expense
2024-04-27,Subscriptions,1719.76,Subscriptions expense
2023-07-21,Shopping,1247.62,Shopping expense
2023-08-21,Dining,722.67,Dining expense
2023-06-23,Transport,7254.09,Transport expense
2023-11-10,Miscellaneous,9291.64,Miscellaneous expense
2024-05-09,Groceries,4333.83,Groceries expense
2024-02-26,Education,1235.45,Education expense
2023-10-13,Education,5148.31,Education expense
2024-03-11,Healthcare,3520.88,Healthcare expense
2023-06-02,Subscriptions,3779.51,Subscriptions expense
2024-05-12,Entertainment,6232.24,Entertainment expense
2023-11-28,Shopping,7201.25,Shopping expense
2024-01-12,Shopping,1150.51,Shopping expense
2023-12-29,Travel,404.12,Travel expense
2023-12-09,Miscellaneous,9943.59,Miscellaneous expense
2024-02-21,Shopping,2365.65,Shopping expense
2023-06-13,Entertainment,585.61,Entertainment expense
2024-01-19,Transport,1939.26,Transport expense
2023-06-12,Groceries,437.63,Groceries expense
2024-04-09,Entertainment,3948.52,Entertainment expense
2023-11-06,Entertainment,8033.9,Entertainment expense
2023-09-05,Education,3445.38,Education expense
2024-04-28,Miscellaneous,4469.62,Miscellaneous expense
2023-11-26,Travel,6772.09,Travel expense
2024-02-03,Transport,5113.5,Transport expense
2023-09-27,Dining,8621.38,Dining expense
2023-11-09,Entertainment,8667.05,Entertainment expense
2023-06-12,Groceries,148.61,Groceries expense
2023-08-25,Groceries,7791.56,Groceries expense
2024-04-15,Education,4634.3,Education expense
2024-04-13,Miscellaneous,9888.96,Miscellaneous expense
2023-09-30,Rent,4858.16,Rent expense
2023-08-28,Travel,9869.61,Travel expense
2023-10-06,Transport,7557.97,Transport expense
2024-04-20,Groceries,2523.62,Groceries expense
2023-06-24,Transport,5407.03,Transport expense
2023-12-05,Shopping,9921.75,Shopping expense
2023-11-07,Entertainment,8582.43,Entertainment expense
2024-05-24,Utilities,1018.8,Utilities expense
2023-09-17,Education,7078.4,Education expense
2024-03-06,Rent,3488.52,Rent expense
2023-12-12,Subscriptions,119.47,Subscriptions expense
2023-08-02,Groceries,4064.64,Groceries expense
2023-08-17,Entertainment,2385.81,Entertainment expense
2024-03-05,Shopping,8197.75,Shopping expense
2024-02-02,Utilities,3406.44,Utilities expense
2024-01-12,Groceries,8283.86,Groceries expense
2023-10-23,Miscellaneous,55.95,Miscellaneous expense
2023-07-01,Travel,3112.8,Travel expense
2023-07-23,Miscellaneous,2449.59,Miscellaneous expense
2023-11-09,Miscellaneous,2374.0,Miscellaneous expense
2024-03-28,Shopping,728.46,Shopping expense
2024-04-12,Miscellaneous,1911.89,Miscellaneous expense
2023-11-14,Entertainment,5577.72,Entertainment expense
2024-02-01,Travel,2949.04,Travel expense
2024-01-07,Miscellaneous,4203.08,Miscellaneous expense
2024-04-17,Transport,3799.83,Transport expense
2023-10-07,Shopping,8765.25,Shopping expense
2023-11-21,Subscriptions,9057.73,Subscriptions expense
2024-04-21,Rent,4954.92,Rent expense
2023-07-13,Shopping,3335.05,Shopping expense
2023-12-09,Travel,1112.67,Travel expense
2023-11-06,Subscriptions,9536.36,Subscriptions expense
2024-01-14,Subscriptions,649.26,Subscriptions expense
2024-04-06,Healthcare,3011.62,Healthcare expense
2023-09-15,Utilities,3015.76,Utilities expense
2023-06-29,Groceries,3237.99,Groceries expense
2023-06-14,Entertainment,1684.65,Entertainment expense
2023-12-15,Entertainment,7842.46,Entertainment expense
2024-03-07,Rent,1268.85,Rent expense
2024-02-25,Dining,6367.32,Dining expense
2024-05-31,Subscriptions,1282.27,Subscriptions expense
2024-01-21,Healthcare,751.83,Healthcare expense
2023-07-15,Travel,9098.82,Travel expense
2023-08-09,Shopping,1941.78,Shopping expense
2024-01-11,Rent,8221.44,Rent expense
2023-09-09,Shopping,5469.08,Shopping expense
2023-08-13,Transport,824.67,Transport expense
2023-09-13,Dining,9556.71,Dining expense
2023-11-26,Rent,2507.26,Rent expense
2023-11-24,Education,8603.47,Education expense
2024-04-04,Shopping,1729.66,Shopping expense
2024-03-21,Utilities,8546.73,Utilities expense
2023-08-22,Groceries,181.63,Groceries expense
2024-01-25,Healthcare,5142.22,Healthcare expense
2023-12-09,Subscriptions,7705.95,Subscriptions expense
2024-01-23,Rent,9351.22,Rent expense
2024-03-15,Groceries,9096.56,Groceries expense
2023-06-03,Travel,8205.27,Travel expense
2023-11-21,Subscriptions,8887.5,Subscriptions expense
2023-08-05,Subscriptions,2032.24,Subscriptions expense
2023-07-07,Miscellaneous,2877.63,Miscellaneous expense
2023-07-18,Education,2925.24,Education expense
2023-11-15,Education,3801.69,Education expense
2023-06-10,Healthcare,3963.54,Healthcare expense
2023-12-23,Subscriptions,5468.33,Subscriptions expense
2024-05-21,Utilities,1640.8,Utilities expense
2024-01-21,Subscriptions,6927.9,Subscriptions expense
2023-09-06,Groceries,1717.29,Groceries expense
2023-09-27,Groceries,3137.57,Groceries expense
2023-12-06,Rent,5058.28,Rent expense
2023-08-03,Healthcare,7974.58,Healthcare expense
2024-05-22,Subscriptions,7407.72,Subscriptions expense
2024-01-05,Dining,6473.07,Dining expense
2023-06-11,Travel,1599.94,Travel expense
2023-09-18,Education,5493.1,Education expense
2024-01-16,Utilities,920.09,Utilities expense
2023-09-14,Healthcare,3804.76,Healthcare expense
2023-12-18,Dining,4164.49,Dining expense
2023-08-14,Healthcare,446.12,Healthcare expense
2024-03-08,Dining,2776.18,Dining expense
2023-12-02,Education,9558.71,Education expense
2024-04-06,Entertainment,9538.64,Entertainment expense
2024-03-29,Dining,3555.65,Dining expense
2023-11-03,Transport,478.85,Transport expense
2023-09-05,Healthcare,1831.99,Healthcare expense
2023-06-08,Education,3952.57,Education expense
2023-06-08,Healthcare,9480.41,Healthcare expense
2023-11-02,Miscellaneous,1454.93,Miscellaneous expense
2024-03-26,Miscellaneous,7646.98,Miscellaneous expense
2024-01-27,Education,1131.39,Education expense
2023-12-01,Utilities,9813.51,Utilities expense
2024-02-12,Entertainment,3847.08,Entertainment expense
2023-07-06,Healthcare,7763.58,Healthcare expense
2023-06-17,Rent,3458.78,Rent expense
2023-11-21,Dining,6295.31,Dining expense
2023-07-03,Groceries,1960.56,Groceries expense
2023-11-17,Entertainment,1502.91,Entertainment expense
2024-05-11,Education,9383.74,Education expense
2024-04-11,Rent,9180.59,Rent expense
2023-10-29,Groceries,8880.32,Groceries expense
2024-04-13,Education,6273.06,Education expense
2023-11-04,Miscellaneous,8092.27,Miscellaneous expense
2024-01-10,Entertainment,736.92,Entertainment expense
2023-06-22,Travel,3381.15,Travel expense
2023-11-18,Education,3171.35,Education expense
2024-01-13,Shopping,6374.67,Shopping expense
2023-06-22,Travel,3591.78,Travel expense
2023-08-26,Groceries,1527.64,Groceries expense
2024-02-02,Education,5984.85,Education expense
2023-06-05,Entertainment,8153.12,Entertainment expense
2024-02-23,Subscriptions,3852.13,Subscriptions expense
2023-07-25,Rent,1366.07,Rent expense
2024-05-27,Groceries,2007.05,Groceries expense
2024-04-21,Dining,2412.96,Dining expense
2023-12-02,Transport,3033.98,Transport expense
2023-11-21,Groceries,6445.81,Groceries expense
2023-06-29,Healthcare,6029.41,Healthcare expense
2023-06-05,Rent,6975.99,Rent expense
2023-08-16,Subscriptions,3656.89,Subscriptions expense
2023-09-03,Shopping,8248.78,Shopping expense
2024-04-27,Miscellaneous,2080.67,Miscellaneous expense
2023-07-06,Travel,4716.96,Travel expense
2023-08-29,Groceries,8019.34,Groceries expense
2023-07-01,Healthcare,1842.58,Healthcare expense
2023-10-10,Subscriptions,1143.14,Subscriptions expense
2023-09-05,Transport,8842.66,Transport expense
2024-02-29,Shopping,3462.15,Shopping expense
2023-12-18,Travel,6854.51,Travel expense
2024-05-15,Rent,302.22,Rent expense
2024-02-15,Healthcare,6915.97,Healthcare expense
2024-01-23,Shopping,3195.21,Shopping expense
2023-09-05,Healthcare,604.62,Healthcare expense
2023-06-24,Miscellaneous,6117.64,Miscellaneous expense
2024-01-12,Groceries,2446.0,Groceries expense
2023-09-21,Entertainment,3898.73,Entertainment expense
2023-11-21,Miscellaneous,851.78,Miscellaneous expense
2024-01-09,Transport,1514.27,Transport expense
2024-05-09,Miscellaneous,3014.87,Miscellaneous expense
2024-04-09,Miscellaneous,943.11,Miscellaneous expense
2023-10-18,Shopping,9112.72,Shopping expense
2023-11-21,Rent,110.17,Rent expense
2024-03-18,Shopping,4864.41,Shopping expense
2024-03-06,Education,1276.31,Education expense
2023-06-19,Transport,3111.41,Transport expense
2024-02-14,Travel,9264.29,Travel expense
2024-05-20,Groceries,1658.86,Groceries expense
2023-09-08,Miscellaneous,9660.03,Miscellaneous expense
2023-06-10,Travel,2097.65,Travel expense
2024-03-28,Shopping,7428.58,Shopping expense
2024-05-17,Subscriptions,5489.44,Subscriptions expense
2023-09-04,Travel,8850.56,Travel expense
2023-10-07,Rent,5562.23,Rent expense
2024-01-11,Education,5368.86,Education expense
2023-09-05,Utilities,1994.81,Utilities expense
2024-03-23,Education,1703.98,Education expense
2024-03-10,Travel,9169.07,Travel expense
2023-09-26,Shopping,3311.99,Shopping expense
2023-08-02,Shopping,3752.22,Shopping expense
2023-08-30,Education,7610.25,Education expense
2023-11-23,Travel,3421.29,Travel expense
2023-06-21,Groceries,9523.02,Groceries expense
2023-09-12,Shopping,7392.38,Shopping expense
2024-03-21,Miscellaneous,5994.42,Miscellaneous expense
2024-03-10,Subscriptions,8814.91,Subscriptions expense
2024-02-28,Subscriptions,543.58,Subscriptions expense
2023-09-21,Groceries,2607.77,Groceries expense
2024-02-05,Entertainment,4677.11,Entertainment expense
2023-10-04,Shopping,2308.44,Shopping expense
2024-05-14,Travel,7451.86,Travel expense
2024-02-23,Transport,9196.12,Transport expense
2024-01-15,Miscellaneous,4266.51,Miscellaneous expense
2023-10-16,Groceries,3454.22,Groceries expense
2024-05-28,Groceries,9617.43,Groceries expense
2024-05-26,Travel,4476.28,Travel expense
2023-08-13,Healthcare,4916.03,Healthcare expense
2024-02-04,Entertainment,3548.92,Entertainment expense
2024-04-30,Groceries,9100.01,Groceries expense
2024-04-30,Entertainment,5711.11,Entertainment expense
2023-12-16,Entertainment,7633.64,Entertainment expense
2024-05-07,Groceries,8127.48,Groceries expense
2024-05-14,Utilities,3451.4,Utilities expense
2023-08-03,Dining,4365.26,Dining expense
2023-06-01,Transport,8492.29,Transport expense
2023-08-03,Utilities,3664.39,Utilities expense
2024-05-01,Travel,7949.65,Travel expense
2023-11-29,Travel,9412.87,Travel expense
2024-01-16,Transport,6250.94,Transport expense
2024-01-01,Entertainment,7429.19,Entertainment expense
2023-10-01,Utilities,8060.72,Utilities expense
2024-01-28,Transport,8458.14,Transport expense
2023-12-26,Travel,3980.78,Travel expense
2023-06-25,Shopping,560.07,Shopping expense
2023-06-24,Transport,4048.67,Transport expense
2024-02-17,Shopping,6753.87,Shopping expense
2023-10-21,Travel,4530.99,Travel expense
2023-11-08,Travel,7502.18,Travel expense
2023-07-16,Shopping,3601.98,Shopping expense
2024-04-02,Subscriptions,6365.7,Subscriptions expense
2024-04-27,Travel,1904.88,Travel expense
2023-06-19,Rent,7506.23,Rent expense
2023-11-30,Entertainment,5479.67,Entertainment expense
2023-08-17,Groceries,2080.44,Groceries expense
2023-06-23,Travel,2954.52,Travel expense
2023-06-15,Transport,7498.66,Transport expense
2024-01-02,Travel,4851.88,Travel expense
2024-04-22,Miscellaneous,2199.51,Miscellaneous expense
2024-04-11,Utilities,9674.35,Utilities expense
2023-10-26,Shopping,7165.49,Shopping expense
2024-04-20,Rent,9573.49,Rent expense
2023-08-22,Transport,4299.7,Transport expense
2023-07-23,Transport,4777.25,Transport expense
2024-03-04,Utilities,8984.65,Utilities expense
2023-08-10,Groceries,5274.24,Groceries expense
2024-05-14,Miscellaneous,7087.43,Miscellaneous expense
2023-08-29,Shopping,2559.12,Shopping expense
2024-05-24,Travel,4494.93,Travel expense
2024-01-11,Travel,1278.33,Travel expense
2024-02-12,Travel,2099.5,Travel expense
2023-12-08,Education,59.39,Education expense
2023-11-23,Miscellaneous,440.69,Miscellaneous expense
2024-05-20,Rent,9773.97,Rent expense
2023-06-04,Entertainment,2461.42,Entertainment expense
2024-05-16,Dining,6649.94,Dining expense
2023-12-21,Subscriptions,8399.04,Subscriptions expense
2024-03-12,Shopping,5529.07,Shopping expense
2023-09-22,Utilities,1573.79,Utilities expense
2023-11-03,Transport,7294.76,Transport expense
2024-03-24,Education,6022.5,Education expense
2023-08-04,Rent,7325.94,Rent expense
2024-05-17,Subscriptions,7708.98,Subscriptions expense
2024-01-12,Utilities,9755.33,Utilities expense
2023-09-03,Subscriptions,5756.95,Subscriptions expense
2023-06-01,Entertainment,3449.33,Entertainment expense
2023-11-19,Shopping,6502.22,Shopping expense
2023-11-29,Education,730.99,Education expense
2024-04-15,Rent,8979.1,Rent expense
2024-03-31,Education,1237.84,Education expense
2023-06-26,Entertainment,3312.04,Entertainment expense
2024-04-14,Shopping,8166.67,Shopping expense
2023-12-26,Healthcare,5993.26,Healthcare expense
2023-12-28,Groceries,3966.67,Groceries expense
2023-07-24,Rent,4760.68,Rent expense
2023-06-28,Groceries,8552.75,Groceries expense
2023-09-21,Groceries,3433.04,Groceries expense
2024-02-08,Travel,8703.01,Travel expense
2023-09-14,Groceries,926.94,Groceries expense
2024-03-14,Travel,7779.14,Travel expense
2023-11-15,Travel,8483.1,Travel expense
2023-07-07,Entertainment,1859.09,Entertainment expense
2024-03-03,Shopping,4331.95,Shopping expense
2024-01-13,Travel,1696.72,Travel expense
2024-02-02,Rent,7080.71,Rent expense
2023-10-01,Education,5376.71,Education expense
2023-06-13,Rent,6371.47,Rent expense
2023-10-08,Education,2005.05,Education expense
2023-09-27,Utilities,2156.87,Utilities expense
2023-12-03,Subscriptions,462.9,Subscriptions expense
2023-10-27,Entertainment,3254.57,Entertainment expense
2023-09-14,Education,5619.46,Education expense
2023-06-28,Utilities,8586.45,Utilities expense
2023-06-01,Shopping,6685.93,Shopping expense
2024-04-19,Dining,4382.19,Dining expense
2024-05-28,Entertainment,9533.55,Entertainment expense
2024-03-23,Subscriptions,7206.49,Subscriptions expense
2023-10-05,Groceries,9305.14,Groceries expense
2023-09-26,Travel,5299.5,Travel expense
2023-07-14,Rent,2626.1,Rent expense
2024-05-06,Entertainment,575.63,Entertainment expense
2023-10-22,Travel,7274.54,Travel expense
2023-06-24,Transport,1256.96,Transport expense
2023-10-13,Subscriptions,3062.61,Subscriptions expense
2023-07-20,Dining,5348.09,Dining expense
2024-02-27,Travel,5665.95,Travel expense
2024-05-28,Transport,6025.8,Transport expense
2024-03-04,Miscellaneous,1704.24,Miscellaneous expense
2024-05-26,Transport,3828.39,Transport expense
2024-05-18,Shopping,6191.08,Shopping expense
2024-02-05,Rent,9699.7,Rent expense
2023-07-15,Education,7289.93,Education expense
2023-08-09,Entertainment,9229.91,Entertainment expense
2023-11-08,Dining,7634.01,Dining expense
2023-08-29,Groceries,5937.58,Groceries expense
2023-11-29,Entertainment,1960.63,Entertainment expense
2023-10-26,Healthcare,6683.52,Healthcare expense
2023-11-27,Subscriptions,6252.63,Subscriptions expense
2024-05-23,Dining,6044.57,Dining expense
2023-10-02,Dining,4923.37,Dining expense
2023-09-07,Shopping,5310.13,Shopping expense
2024-05-17,Rent,3377.7,Rent expense
2023-11-14,Travel,5217.16,Travel expense
2023-07-17,Healthcare,2015.68,Healthcare expense
2024-05-27,Rent,8061.49,Rent expense
2023-12-15,Entertainment,1898.48,Entertainment expense
2024-05-01,Groceries,895.41,Groceries expense
2023-07-15,Education,4390.65,Education expense
2024-01-02,Shopping,6600.16,Shopping expense
2023-06-27,Dining,4405.28,Dining expense
2023-12-16,Travel,2803.7,Travel expense
2023-12-19,Utilities,5603.8,Utilities expense
2023-09-28,Entertainment,3502.67,Entertainment expense
2023-10-12,Utilities,9332.03,Utilities expense
2023-09-16,Subscriptions,9230.32,Subscriptions expense
2023-09-16,Dining,5048.6,Dining expense
2023-07-18,Travel,3312.45,Travel expense
2023-08-23,Entertainment,7384.47,Entertainment expense
2023-08-08,Healthcare,415.29,Healthcare expense
2024-05-10,Utilities,4773.95,Utilities expense
2023-06-20,Subscriptions,3396.42,Subscriptions expense
2024-02-05,Travel,9209.33,Travel expense
2023-07-01,Healthcare,169.43,Healthcare expense
2024-04-16,Travel,5550.51,Travel expense
2024-05-02,Transport,7419.6,Transport expense
2023-11-09,Healthcare,4875.93,Healthcare expense
2024-02-15,Utilities,899.76,Utilities expense
2023-10-18,Healthcare,9725.99,Healthcare expense
2024-04-28,Groceries,5204.2,Groceries expense
2023-10-02,Healthcare,6161.15,Healthcare expense
2023-07-27,Healthcare,2404.27,Healthcare expense
2024-01-21,Shopping,4860.81,Shopping expense
2023-07-05,Miscellaneous,4320.04,Miscellaneous expense
2024-03-21,Rent,795.21,Rent expense
2023-07-21,Dining,1106.3,Dining expense
2023-10-22,Healthcare,8382.85,Healthcare expense
2024-01-24,Miscellaneous,2436.21,Miscellaneous expense
2024-02-04,Transport,1989.83,Transport expense
2023-10-15,Subscriptions,5073.87,Subscriptions expense
2023-12-02,Travel,7699.03,Travel expense
2024-03-05,Education,666.37,Education expense
2023-06-01,Education,5789.24,Education expense
2024-02-09,Shopping,1236.14,Shopping expense
2023-08-23,Subscriptions,412.79,Subscriptions expense
2023-08-25,Miscellaneous,574.8,Miscellaneous expense
2023-08-08,Travel,8349.93,Travel expense
2024-01-21,Utilities,1223.83,Utilities expense
2024-02-25,Rent,499.26,Rent expense
2023-10-24,Dining,4407.1,Dining expense
2024-01-08,Rent,8447.74,Rent expense
2023-09-08,Dining,2660.96,Dining expense
2023-08-21,Rent,4246.04,Rent expense
2023-07-07,Entertainment,447.23,Entertainment expense
2023-12-23,Rent,4518.33,Rent expense
2023-06-30,Healthcare,5797.25,Healthcare expense
2023-06-28,Transport,5730.53,Transport expense
2023-08-21,Miscellaneous,3357.65,Miscellaneous expense
2023-11-14,Rent,3189.56,Rent expense
2023-12-23,Utilities,1110.91,Utilities expense
2024-03-19,Travel,3699.64,Travel expense
2024-01-09,Rent,1039.97,Rent expense
2024-05-14,Dining,7677.63,Dining expense
2023-12-09,Education,9664.43,Education expense
2023-09-09,Groceries,9702.24,Groceries expense
2023-09-29,Travel,8657.46,Travel expense
2023-08-26,Travel,6027.88,Travel expense
2024-05-16,Healthcare,7023.61,Healthcare expense
2024-02-22,Healthcare,2887.8,Healthcare expense
2023-07-23,Rent,6326.17,Rent expense
2023-07-28,Shopping,4583.71,Shopping expense
2023-06-25,Groceries,4846.07,Groceries expense
2024-02-28,Travel,7589.88,Travel expense
2023-07-12,Miscellaneous,2855.09,Miscellaneous expense
2024-03-06,Subscriptions,3214.49,Subscriptions expense
2023-08-01,Miscellaneous,9250.19,Miscellaneous expense
2023-09-03,Travel,609.43,Travel expense
2024-02-18,Groceries,4882.06,Groceries expense
2023-10-29,Shopping,9132.37,Shopping expense
2024-01-08,Miscellaneous,6123.11,Miscellaneous expense
2024-03-14,Transport,5486.75,Transport expense
2023-07-03,Subscriptions,2534.95,Subscriptions expense
2024-05-08,Healthcare,3465.59,Healthcare expense
2024-04-29,Shopping,8527.88,Shopping expense
2023-10-13,Groceries,5614.22,Groceries expense
2024-05-08,Utilities,5171.68,Utilities expense
2024-02-04,Education,1040.82,Education expense
2024-01-28,Shopping,209.48,Shopping expense
2024-04-01,Groceries,9638.67,Groceries expense
2023-12-27,Transport,3801.01,Transport expense
2024-03-26,Rent,6051.97,Rent expense
2023-10-27,Healthcare,843.16,Healthcare expense
2023-07-26,Utilities,6846.99,Utilities expense
2023-09-30,Rent,9329.04,Rent expense
2023-09-05,Utilities,5777.87,Utilities expense
2023-08-03,Subscriptions,1304.85,Subscriptions expense
2024-03-15,Rent,5838.13,Rent expense
2023-12-14,Travel,7675.15,Travel expense
2023-09-11,Dining,4093.84,Dining expense
2023-09-23,Entertainment,8804.39,Entertainment expense
2024-02-12,Groceries,6504.4,Groceries expense
2024-02-17,Healthcare,8997.53,Healthcare expense
2023-06-22,Healthcare,6253.88,Healthcare expense
2023-06-29,Rent,1356.32,Rent expense
2023-10-03,Travel,3131.43,Travel expense
2023-12-26,Education,2057.86,Education expense
2024-02-17,Rent,9092.82,Rent expense
2024-05-18,Entertainment,7615.98,Entertainment expense
2023-06-07,Utilities,6780.16,Utilities expense
2023-12-29,Shopping,3044.61,Shopping expense
2024-04-21,Utilities,1881.25,Utilities expense
2024-03-07,Subscriptions,7576.69,Subscriptions expense
2024-04-09,Subscriptions,4767.87,Subscriptions expense
2023-11-26,Subscriptions,2296.61,Subscriptions expense
2024-03-02,Education,6185.39,Education expense
2024-03-22,Subscriptions,451.32,Subscriptions expense
2024-03-04,Subscriptions,3295.39,Subscriptions expense
2023-07-08,Subscriptions,4712.14,Subscriptions expense
2023-09-17,Dining,1522.19,Dining expense
2024-01-05,Subscriptions,9847.31,Subscriptions expense
2023-12-30,Travel,2130.52,Travel expense
2023-07-23,Subscriptions,1347.01,Subscriptions expense
2024-01-10,Miscellaneous,2075.17,Miscellaneous expense
2023-11-26,Education,7702.16,Education expense
2024-04-12,Miscellaneous,4283.78,Miscellaneous expense
2024-03-03,Shopping,5675.89,Shopping expense
2024-01-19,Miscellaneous,259.04,Miscellaneous expense
2023-12-05,Shopping,392.59,Shopping expense
2024-03-03,Transport,4485.96,Transport expense
2023-09-19,Utilities,8175.72,Utilities expense
2024-03-24,Dining,8858.13,Dining expense
2024-01-09,Miscellaneous,912.73,Miscellaneous expense
2023-06-20,Healthcare,5406.71,Healthcare expense
2024-02-07,Shopping,9136.64,Shopping expense
2023-06-29,Shopping,3910.33,Shopping expense
2023-08-20,Miscellaneous,8304.18,Miscellaneous expense
2023-08-18,Dining,1380.27,Dining expense
2024-05-25,Healthcare,9357.18,Healthcare expense
2023-09-16,Healthcare,7526.66,Healthcare expense
2023-10-10,Travel,9416.28,Travel expense
2024-05-23,Entertainment,6782.34,Entertainment expense
2024-03-28,Healthcare,3665.87,Healthcare expense
2023-12-11,Dining,9384.9,Dining expense
2023-12-23,Rent,2791.89,Rent expense
2024-03-02,Shopping,3355.12,Shopping expense
2023-10-12,Rent,7023.04,Rent expense
2023-06-18,Dining,7664.9,Dining expense
2024-01-07,Dining,9297.56,Dining expense
2024-02-20,Shopping,2087.78,Shopping expense
2023-12-22,Transport,7990.08,Transport expense
2023-10-18,Entertainment,7398.53,Entertainment expense
2023-07-17,Shopping,684.76,Shopping expense
2024-05-20,Entertainment,3902.87,Entertainment expense
2023-11-10,Education,2863.52,Education expense
2023-06-23,Education,3079.68,Education expense
2023-10-04,Subscriptions,9830.32,Subscriptions expense
2024-04-11,Dining,6445.64,Dining expense
2024-05-12,Groceries,7190.88,Groceries expense
2024-05-02,Subscriptions,9767.35,Subscriptions expense
2024-02-29,Dining,3803.16,Dining expense
2024-02-11,Shopping,8028.31,Shopping expense
2023-10-04,Rent,4373.58,Rent expense
2023-12-12,Utilities,8701.86,Utilities expense
2023-10-29,Dining,1847.54,Dining expense
2024-02-13,Healthcare,9479.48,Healthcare expense
2023-06-03,Miscellaneous,2226.78,Miscellaneous expense
2024-04-05,Travel,3295.89,Travel expense
2023-10-24,Shopping,7574.11,Shopping expense
2023-07-14,Subscriptions,3967.86,Subscriptions expense
2023-11-06,Transport,6101.7,Transport expense
2024-03-25,Utilities,4473.51,Utilities expense
2023-11-23,Shopping,7436.58,Shopping expense
2023-06-05,Transport,2321.9,Transport expense
2023-11-11,Shopping,631.66,Shopping expense
2023-07-19,Dining,3034.3,Dining expense
2024-01-16,Education,4769.37,Education expense
2023-06-11,Dining,1721.8,Dining expense
2023-09-15,Entertainment,3580.23,Entertainment expense
2023-10-02,Shopping,4029.83,Shopping expense
2024-04-27,Education,621.05,Education expense
2023-11-04,Travel,5853.91,Travel expense
2023-11-25,Transport,8849.22,Transport expense
2023-06-10,Subscriptions,1559.84,Subscriptions expense
2024-02-26,Rent,5998.19,Rent expense
2023-12-28,Healthcare,6664.16,Healthcare expense
2023-07-30,Transport,4222.38,Transport expense
2023-12-14,Travel,7025.92,Travel expense
2024-04-23,Travel,4136.78,Travel expense
2023-06-22,Entertainment,5071.14,Entertainment expense
2024-03-27,Entertainment,123.16,Entertainment expense
2023-11-25,Entertainment,6932.62,Entertainment expense
2023-09-30,Transport,6630.36,Transport expense
2024-05-23,Entertainment,432.09,Entertainment expense
2023-10-01,Education,3714.09,Education expense
2024-04-07,Utilities,9791.37,Utilities expense
